filename,label,genre,word_count,sentence_count,code,name,axis,checked,score,metric_name,metric_value,threshold_warn,threshold_severe,flag_count
boring/05_common_criteria_part1_v3-1r5.pdf,boring,technical_report,29973,1329,D3.4,Paragraph monotony,texture,True,severe,paragraph_length_coefficient_of_variation,0.6305,0.4,0.25,77
boring/05_common_criteria_part1_v3-1r5.pdf,boring,technical_report,29973,1329,D3.5,Vocabulary flatness,texture,True,severe,mattr,0.61,0.55,0.45,10
boring/05_common_criteria_part1_v3-1r5.pdf,boring,technical_report,29973,1329,D4.1,No concrete examples,surprise,True,pass,longest_abstract_paragraph_run,0,3,6,0
boring/05_common_criteria_part1_v3-1r5.pdf,boring,technical_report,29973,1329,D4.4,No specificity,surprise,True,warn,vague_terms_per_1000_words,9.24,6.0,12.0,277
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D1.1,Buried thesis,direction,True,pass,position_of_first_claim_pct,0.0156,0.2,0.4,1
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D1.4,No signposting,direction,True,warn,transition_marker_ratio_at_section_boundaries,1.0,0.4,0.2,1
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D1.6,Topic-position drift,direction,True,pass,expletive_subject_ratio,0.0362,0.1,0.2,31
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D2.1,Padding / wordiness,density,True,warn,wordy_phrases_per_1000_words,6.39,4.0,8.0,89
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D2.2,Nominalization fog,density,True,pass,nominalizations_per_sentence,0.882,1.5,2.5,19
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D2.3,Passive overhang,density,True,pass,passive_sentence_ratio,0.2826,0.4,0.55,234
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D2.4,Subject-verb separation,density,True,pass,pct_sentences_over_warn_threshold,0.1092,0.15,0.3,62
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D2.7,Hedging clutter,density,True,pass,hedges_per_100_sentences,4.59,50,80,1
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D2.8,Throat-clearing,density,True,pass,throat_clearing_phrases_per_1000_words,0.0,2.0,5.0,0
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D3.1,Sentence-length monotony,texture,True,pass,coefficient_of_variation,0.6499,0.35,0.2,0
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D3.3,Opener monotony,texture,True,severe,longest_same_first_token_run,7,3,5,5
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D3.4,Paragraph monotony,texture,True,severe,paragraph_length_coefficient_of_variation,0.1347,0.4,0.25,18
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D3.5,Vocabulary flatness,texture,True,warn,mattr,0.682,0.55,0.45,10
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D4.1,No concrete examples,surprise,True,pass,longest_abstract_paragraph_run,0,3,6,0
boring/06_meltdown_lipp_2018.pdf,boring,technical_report,13933,828,D4.4,No specificity,surprise,True,warn,vague_terms_per_1000_words,8.25,6.0,12.0,115
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D1.1,Buried thesis,direction,True,pass,position_of_first_claim_pct,0.0051,0.2,0.4,1
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D1.4,No signposting,direction,True,warn,transition_marker_ratio_at_section_boundaries,1.0,0.4,0.2,1
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D1.6,Topic-position drift,direction,True,pass,expletive_subject_ratio,0.0586,0.1,0.2,116
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D2.1,Padding / wordiness,density,True,pass,wordy_phrases_per_1000_words,0.9,4.0,8.0,28
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D2.2,Nominalization fog,density,True,warn,nominalizations_per_sentence,1.194,1.5,2.5,111
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D2.3,Passive overhang,density,True,pass,passive_sentence_ratio,0.2472,0.4,0.55,447
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D2.4,Subject-verb separation,density,True,warn,pct_sentences_over_warn_threshold,0.1724,0.15,0.3,205
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D2.7,Hedging clutter,density,True,pass,hedges_per_100_sentences,9.24,50,80,15
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D2.8,Throat-clearing,density,True,pass,throat_clearing_phrases_per_1000_words,0.03,2.0,5.0,1
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D3.1,Sentence-length monotony,texture,True,warn,coefficient_of_variation,0.7576,0.35,0.2,2
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D3.3,Opener monotony,texture,True,severe,longest_same_first_token_run,6,3,5,5
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D3.4,Paragraph monotony,texture,True,severe,paragraph_length_coefficient_of_variation,0.6705,0.4,0.25,48
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D3.5,Vocabulary flatness,texture,True,severe,mattr,0.7004,0.55,0.45,10
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D4.1,No concrete examples,surprise,True,pass,longest_abstract_paragraph_run,0,3,6,0
boring/07_saltzer_schroeder_protection_1975.pdf,boring,technical_report,31132,1808,D4.4,No specificity,surprise,True,severe,vague_terms_per_1000_words,13.3,6.0,12.0,414
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D1.1,Buried thesis,direction,True,pass,position_of_first_claim_pct,0.0115,0.2,0.4,1
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D1.4,No signposting,direction,True,warn,transition_marker_ratio_at_section_boundaries,1.0,0.4,0.2,1
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D1.6,Topic-position drift,direction,True,pass,expletive_subject_ratio,0.0272,0.1,0.2,596
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D2.1,Padding / wordiness,density,True,pass,wordy_phrases_per_1000_words,0.75,4.0,8.0,83
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D2.2,Nominalization fog,density,True,warn,nominalizations_per_sentence,1.564,1.5,2.5,285
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D2.3,Passive overhang,density,True,pass,passive_sentence_ratio,0.3695,0.4,0.55,2272
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D2.4,Subject-verb separation,density,True,warn,pct_sentences_over_warn_threshold,0.2078,0.15,0.3,886
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D2.7,Hedging clutter,density,True,pass,hedges_per_100_sentences,4.03,50,80,13
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D2.8,Throat-clearing,density,True,pass,throat_clearing_phrases_per_1000_words,0.03,2.0,5.0,3
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D3.1,Sentence-length monotony,texture,True,pass,coefficient_of_variation,0.7261,0.35,0.2,0
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D3.3,Opener monotony,texture,True,warn,longest_same_first_token_run,4,3,5,5
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D3.4,Paragraph monotony,texture,True,severe,paragraph_length_coefficient_of_variation,0.9533,0.4,0.25,268
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D3.5,Vocabulary flatness,texture,True,severe,mattr,0.6543,0.55,0.45,10
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D4.1,No concrete examples,surprise,True,pass,longest_abstract_paragraph_run,0,3,6,0
boring/08_pci_dss_v4-0-1.pdf,boring,technical_report,110082,6149,D4.4,No specificity,surprise,True,warn,vague_terms_per_1000_words,8.32,6.0,12.0,916
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D1.1,Buried thesis,direction,True,pass,position_of_first_claim_pct,0.0511,0.2,0.4,1
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D1.4,No signposting,direction,True,warn,transition_marker_ratio_at_section_boundaries,1.0,0.4,0.2,1
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D1.6,Topic-position drift,direction,True,pass,expletive_subject_ratio,0.0149,0.1,0.2,7
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D2.1,Padding / wordiness,density,True,pass,wordy_phrases_per_1000_words,3.39,4.0,8.0,8
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D2.2,Nominalization fog,density,True,warn,nominalizations_per_sentence,2.194,1.5,2.5,7
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D2.3,Passive overhang,density,True,pass,passive_sentence_ratio,0.2687,0.4,0.55,36
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D2.4,Subject-verb separation,density,True,warn,pct_sentences_over_warn_threshold,0.2529,0.15,0.3,22
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D2.7,Hedging clutter,density,True,pass,hedges_per_100_sentences,0.75,50,80,0
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D2.8,Throat-clearing,density,True,pass,throat_clearing_phrases_per_1000_words,0.0,2.0,5.0,0
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D3.1,Sentence-length monotony,texture,True,pass,coefficient_of_variation,0.7857,0.35,0.2,0
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D3.3,Opener monotony,texture,True,warn,longest_same_first_token_run,4,3,5,3
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D3.4,Paragraph monotony,texture,True,severe,paragraph_length_coefficient_of_variation,1.6429,0.4,0.25,4
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D3.5,Vocabulary flatness,texture,True,pass,mattr,0.6311,0.55,0.45,10
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D4.1,No concrete examples,surprise,True,pass,longest_abstract_paragraph_run,2,3,6,0
boring/09_fips_140-3_2019.pdf,boring,technical_report,2357,134,D4.4,No specificity,surprise,True,warn,vague_terms_per_1000_words,8.91,6.0,12.0,21
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D1.1,Buried thesis,direction,True,pass,position_of_first_claim_pct,0.0102,0.2,0.4,1
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D1.4,No signposting,direction,True,warn,transition_marker_ratio_at_section_boundaries,1.0,0.4,0.2,1
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D1.6,Topic-position drift,direction,True,pass,expletive_subject_ratio,0.0386,0.1,0.2,47
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D2.1,Padding / wordiness,density,True,pass,wordy_phrases_per_1000_words,2.57,4.0,8.0,36
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D2.2,Nominalization fog,density,True,warn,nominalizations_per_sentence,1.348,1.5,2.5,35
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D2.3,Passive overhang,density,True,pass,passive_sentence_ratio,0.1699,0.4,0.55,141
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D2.4,Subject-verb separation,density,True,pass,pct_sentences_over_warn_threshold,0.1229,0.15,0.3,59
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D2.7,Hedging clutter,density,True,pass,hedges_per_100_sentences,5.9,50,80,2
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D2.8,Throat-clearing,density,True,pass,throat_clearing_phrases_per_1000_words,0.21,2.0,5.0,3
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D3.1,Sentence-length monotony,texture,True,warn,coefficient_of_variation,0.916,0.35,0.2,1
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D3.3,Opener monotony,texture,True,warn,longest_same_first_token_run,3,3,5,3
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D3.4,Paragraph monotony,texture,True,severe,paragraph_length_coefficient_of_variation,0.8348,0.4,0.25,36
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D3.5,Vocabulary flatness,texture,True,warn,mattr,0.8111,0.55,0.45,10
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D4.1,No concrete examples,surprise,True,warn,longest_abstract_paragraph_run,3,3,6,1
boring/10_nato_ist-152_autonomous_agents_2018.pdf,boring,technical_report,14012,830,D4.4,No specificity,surprise,True,warn,vague_terms_per_1000_words,10.78,6.0,12.0,151
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D1.1,Buried thesis,direction,True,pass,position_of_first_claim_pct,0.0126,0.2,0.4,1
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D1.4,No signposting,direction,True,warn,transition_marker_ratio_at_section_boundaries,1.0,0.4,0.2,1
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D1.6,Topic-position drift,direction,True,pass,expletive_subject_ratio,0.0597,0.1,0.2,25
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D2.1,Padding / wordiness,density,True,warn,wordy_phrases_per_1000_words,6.14,4.0,8.0,28
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D2.2,Nominalization fog,density,True,pass,nominalizations_per_sentence,0.381,1.5,2.5,4
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D2.3,Passive overhang,density,True,pass,passive_sentence_ratio,0.0572,0.4,0.55,23
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D2.4,Subject-verb separation,density,True,pass,pct_sentences_over_warn_threshold,0.1152,0.15,0.3,25
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D2.7,Hedging clutter,density,True,pass,hedges_per_100_sentences,1.24,50,80,1
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D2.8,Throat-clearing,density,True,pass,throat_clearing_phrases_per_1000_words,0.0,2.0,5.0,0
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D3.1,Sentence-length monotony,texture,True,pass,coefficient_of_variation,0.9339,0.35,0.2,0
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D3.3,Opener monotony,texture,True,warn,longest_same_first_token_run,2,3,5,0
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D3.4,Paragraph monotony,texture,True,severe,paragraph_length_coefficient_of_variation,0.184,0.4,0.25,11
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D3.5,Vocabulary flatness,texture,True,severe,mattr,0.5565,0.55,0.45,10
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D4.1,No concrete examples,surprise,True,warn,longest_abstract_paragraph_run,0,3,6,0
boring/additional/0404220v3.pdf,boring,technical_report,4559,402,D4.4,No specificity,surprise,True,warn,vague_terms_per_1000_words,6.36,6.0,12.0,29
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D1.1,Buried thesis,direction,True,pass,position_of_first_claim_pct,0.0804,0.2,0.4,1
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D1.4,No signposting,direction,True,warn,transition_marker_ratio_at_section_boundaries,1.0,0.4,0.2,1
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D1.6,Topic-position drift,direction,True,pass,expletive_subject_ratio,0.0349,0.1,0.2,9
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D2.1,Padding / wordiness,density,True,warn,wordy_phrases_per_1000_words,6.07,4.0,8.0,13
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D2.2,Nominalization fog,density,True,warn,nominalizations_per_sentence,1.163,1.5,2.5,5
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D2.3,Passive overhang,density,True,pass,passive_sentence_ratio,0.1047,0.4,0.55,18
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D2.4,Subject-verb separation,density,True,pass,pct_sentences_over_warn_threshold,0.1136,0.15,0.3,10
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D2.7,Hedging clutter,density,True,pass,hedges_per_100_sentences,5.81,50,80,3
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D2.8,Throat-clearing,density,True,pass,throat_clearing_phrases_per_1000_words,0.0,2.0,5.0,0
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D3.1,Sentence-length monotony,texture,True,pass,coefficient_of_variation,0.8434,0.35,0.2,0
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D3.3,Opener monotony,texture,True,pass,longest_same_first_token_run,2,3,5,0
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D3.4,Paragraph monotony,texture,True,severe,paragraph_length_coefficient_of_variation,0.7847,0.4,0.25,4
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D3.5,Vocabulary flatness,texture,True,pass,mattr,0.7493,0.55,0.45,10
boring/additional/1-s2.0-S1877042813028322-main.pdf,boring,technical_report,2140,172,D4.1,No concrete examples,surprise,True,warn,longest_abstract_paragraph_run,0,3,6,0
